标准答案	谜题（emoji）	LLM输出成语	LLM是否正确	成语中有几个谐音
乘胜追击	✖️🪇🏃‍♀️‍➡️🔨	画蛇添足	0	1
乘胜追击	✖️✌️🏃‍♀️‍➡️🤹	半途而废	0	1
乘胜追击	✖️⏫🏃‍♀️‍➡️🛩️	飞黄腾达	0	2
乘胜追击	✖️⤴️🏃‍♀️‍➡️🧑‍🦽	半途而废	0	2
乘胜追击	✖️⬆️🏃‍♀️‍➡️🍗	过犹不及	0	2
千方百计	💴⏹️💯🧮	一本万利	0	1
千方百计	💱◽💯🧮	化零为整	0	1
千方百计	💱🔷💯🧮	千变万化	0	1
千方百计	⏩⏹️💯‼️	立竿见影	0	2
千方百计	⏩♦️💯🤜	快马加鞭	0	2
千方百计	⏩◽🙇🧮	循序渐进	0	2
搬弄是非	👬🧑‍🌾☑️❌	事与愿违	0	2
搬弄是非	🔧👩‍🌾👌❌	修修补补	0	2
搬弄是非	©️👩‍🌾👌❎	重男轻女	0	2
公子哥儿	🚌♊👩‍🎤👦	车载斗量	0	1
公子哥儿	🚌♊🏯🧒	车水马龙	0	1
公子哥儿	🚌♊🏯👦	车水马龙	0	1
公子哥儿	🏯♊👩‍🎤🧒	城门失火	0	2
公子哥儿	⚙️♊🦴👦	改弦更张	0	2
公子哥儿	🏛️♊◽🧒	官官相护	0	2
正襟危坐	☑️💵🆘🧘	按部就班	0	1
正襟危坐	☑️💪⚠️🧘	自强不息	0	1
正襟危坐	☑️⏭️❗🧘‍♀️	当机立断	0	1
正襟危坐	⚗️❎⚠️💺	化险为夷	0	2
正襟危坐	⚗️🏅‼️💺	化险为夷	0	2
正襟危坐	⚗️❎‼️🧘	化险为夷	0	2
不落俗套	🙅‍♂️⏬🏩🧤	不可救药	0	1
不落俗套	🙅‍♀️🪂⏩🧤	不翼而飞	0	1
不落俗套	🙅‍♂️🔽🔜🧤	不可一世	0	1
不落俗套	🚶‍♂️🍂⏩🧤	走马观花	0	2
不落俗套	🚶‍♂️🍂🏩🧤	落叶归根	0	2
不落俗套	🙅🔽🏩🏺	不可救药	0	2
挂灯结彩	🪝🪔🪢🌈	钩心斗角	0	0
挂灯结彩	🪝💡🎀🌈	钩心斗角	0	0
挂灯结彩	🪝🚥🎀🌈	钩心斗角	0	0
挂灯结彩	🪝💡🧹🌈	钩心斗角	0	1
挂灯结彩	🍈💡🪢🎨	瓜田李下	0	1
挂灯结彩	🪝🧗‍♀️🪢🎨	钩心斗角	0	1
挂灯结彩	🪝🟰💍🎆	钩心斗角	0	2
挂灯结彩	🎃🪑🎀🌈	瓜田李下	0	2
挂灯结彩	🍉🏮💍🖍️	瓜田李下	0	2
相持不下	📷🥸🙅⬇	相机行事	0	1
相持不下	📷🏇🙅🔽	拍马屁	0	1
相持不下	📷🥸🙅‍♂️⬇	拍案叫绝	0	1
相持不下	📷🏇🙅‍♂️🦞	拍马屁	0	2
相持不下	📷🐎🙅‍♀️🦞	走马观花	0	2
相持不下	📷🏎️🙅‍♀️🦞	拍案叫绝	0	2
贪图安逸	⁉️🖼️😌1️⃣	画龙点睛	0	2
贪图安逸	❕🖼️😌🥇	画龙点睛	0	2
贪图安逸	❕🖼️😌❓	画龙点睛	0	2
替天行道	💇☁️🆗🛣️	云程发轫	0	1
替天行道	🤧👼🚶🛣️	涕泗滂沱	0	1
替天行道	💇☁️🚶‍♀️☯️	云游四海	0	1
替天行道	💇☁️🚵🌾	风云变幻	0	2
替天行道	💇🍭👌🛣️	理发甜好	0	2
